x,y
89.16979445400558,60.4644723941612
82.79212945850563,85.02595789766517
94.78956524213339,147.33479289562223
89.60946612731661,103.76914152413198
35.41622585650203,55.62194200385222
218.77232812826114,115.4957953256766
101.55271522987553,125.56739494252562
167.78705180496075,160.83014512453622
225,125.20590746405631
88.7384936225215,84.46777031684027
188.11857710395194,87.98429047867654
96.37042882634456,154.99324854431
198.70575782307387,164.22429827998226
46.336487220719064,36.40408911767518
190.70016923380476,138.96400227155667
38.57950357551104,90.62179320772836
100.08848395422582,117.81067827009511
43.01266091158414,83.16274553910952
98.56491081643308,113.54757524107956
159.3261634844058,115.80750876828802
181.6346700873269,214.13913800422782
172.33185677580215,104.84686434209264
57.89001795494953,163.0451900565383
110.75847260003941,144.39500689486204
107.14223163232961,129.85319732071503
63.472069335507015,85.87465787959788
141.75871972902985,103.94308092056794
153.4731307433313,162.70196571421621
153.45548323974705,162.66277054378804
215.60392453411683,162.38021960151974
181.4693526216853,122.18311944115102
131.2909956783331,147.83375653928167
94.3151793520798,193.5232945240447
116.08600456522589,142.30039057731318
44.65225359739725,71.19726962770055
122.4504655701308,196.64067533960068
77.83671098488362,72.14446378900995
154.27488794874253,121.49481595561673
152.0119472853296,123.07460257960506
204.2219827364575,127.76395056057255
188.90187689619415,181.7315770668253
189.36493204458958,174.85592954863492
67.02345892455622,152.71282571384893
44.41307450896434,64.9765213960934
189.50868566753627,205.56604817398667
39.769223457091606,97.64143225566569
68.69244280293296,164.412381970314
210.16120424390493,113.86753310540513
110.41527474557516,195.4640810584305
106.30426827146698,101.28212499652072
90.48583891740239,115.78476586785541
60.8096940529245,46.18010610068343
60.80916121767136,48.28029120460145
186.76677939506894,205.45713634102208
111.81036132251202,124.69582621867778
92.60806311881156,112.8347109133853
213.66515018201386,168.71324442190664
68.11018175170335,126.24156794695111
107.85809979119784,110.45071404622705
144.75263443073774,53.36190404986861
69.45525507969164,95.25924096113596
179.3482686877179,151.83606620930883
72.67866325701837,96.66717567902138
92.44365680145285,50.43256457645905
76.48046410163684,143.00537044286847
188.7043495394998,137.27250025495533
40.37985265719879,65.61869697790645
77.55579491107166,47.32945894918984
97.16152133416406,70.21923443797549
143.08510252842584,117.97387975479168
142.63522839210515,118.96286748455898
135.2771398703729,164.23594788077938
65.38775593609111,152.9564528990586
88.32596990535833,154.94176470046995
168.77414776065064,117.2338928580902
146.57041521773218,139.10149335485752
91.43888137206356,134.48345550720634
53.71548286569669,83.2893820125467
82.02035755696528,154.1921748715185
46.236442073588066,74.83922126460998
99.5598634279306,141.03423950878567
90.26666246437264,190.62621666817645
179.6085054253552,208.2482128392075
109.58549706628902,191.8099100451397
183.22994686513573,122.97093446256437
160.5679786686866,115.6614585392594
112.40680245191601,161.19857818662683
173.46542647840602,225
190.91947889564779,207.9514752548581
34.5458607838955,90.52388805311108
89.47154971456814,49.30470150708337
167.16171635186672,174.33554734779284
154.49657938416712,92.59951698429794
110.41178733884333,99.41178081857426
96.17367674494355,116.27396488619368
159.43879153603987,95.18216533894199
186.06117763944073,142.60002323760423
72.92952209420027,156.323177904842
197.9731786185788,117.61450222653284
143.42632489618904,96.24068517977902
181.86043771243808,173.5597131934501
115.28446981853284,114.8900107907026
222.30010245889082,131.7385731795314
187.59641986927738,104.16203643799558
92.3080475653505,78.93021380944293
208.6448616804974,134.77129901018046
69.73792950983899,58.62581813325426
124.79137634915884,65.89918825843434
31.361797161661205,90.08444863374936
81.68099478423557,73.6092644201057
160.4994826968945,190.67461679415845
76.72417761807402,108.56069239898967
80.51410156489985,110.08911155393625
186.53175642161057,108.51059834559499
65.19405433651434,135.66579181732195
222.53991029292246,145.080021515958
135.61623689152012,110.57583657203912
84.23979755031124,94.85402465026269
165.76310373764215,120.61490009014004
220.10637709486178,114.46646252788099
205.66323282763895,100.70767763745171
149.33436754879853,91.07649529806173
220.06435770679855,138.7555279299949
139.04120532236345,128.6600761789956
55.65326081587628,116.89537205171453
192.2124356075257,166.6993610698291
216.88926703022724,137.34765192209366
148.6022932057058,191.14615998782529
46.866242686103504,124.40266898090518
129.2052200724155,192.3298764637987
108.72604445966697,112.67317568541213
183.9190733547366,112.83288320420537
108.70556360462409,115.51002672208992
161.94012802006358,80.25376784316727
208.48163825740068,138.90263397628019
104.4451820956485,121.58108249500128
178.79667230530694,120.9691400436298
113.3848748425938,140.31595461337088
119.00220191504188,116.67129432878107
39.84695346382078,59.20298155093607
194.3928454185786,196.15119961436974
198.0222900438614,126.7523496216902
106.79995425076517,40.145943973581815
169.07227441313927,199.87406708391435
140.91413988641125,86.42178488438502
46.38716518164594,134.25072816742193
196.276844306658,100.86331299324327
152.9190566769932,100.83876452018217
196.26613964642226,183.84037425170274
196.90293638581153,158.56749698240307
119.11709052023744,125.38868656294774
205.0679013276496,136.03919501643475
211.08311579890093,139.37286245128467
128.0353796080858,172.56833447551523
74.64436177446288,107.96741838417111
68.28864959139263,71.84020747684932
109.83352255201231,78.4466629803213
148.3864309879506,147.34843863588176
48.891576125080306,97.0702861301339
184.5967918415676,187.5445623216877
31.692623913635508,97.32911438895476
46.98267251726879,85.18267698201731
29.751931354621203,81.44600785389446
56.38060224983292,68.90940121629377
135.33828537984786,187.48928639034423
137.6690699579119,170.0817953274475
38.71544050529406,80.53855553958729
183.5143370247982,130.1295086428604
101.97132392562962,92.94997901647417
206.93805715585222,190.4030879295776
61.93601719608556,79.4498529921245
213.2571742137363,137.95423096677172
149.74117927204793,133.36158374359422
68.92998075878617,58.93641512370733
165.43641977976105,211.14428973796828
101.9090008502452,92.64665051455546
157.91671832948475,117.22449829816118
173.28391614942132,117.95761396118034
179.59325568041012,182.19053514978302
102.32194817143463,103.14025749775584
214.5810193852392,142.0793195755372
184.64380389595283,146.07552725704375
219.39379519741732,139.46529891524355
88.96287321179824,55.117860004522015
194.37078071074575,143.52931951586476
176.9755053502787,176.4201367700092
37.22614998768884,67.04712436765016
95.39662977439701,185.49923736692998
178.01281303604893,188.67170932174798
62.49057614250401,141.32803004442056
164.16040722893325,135.9383399257267
182.79413558323373,208.3920349762132
220.35338886151598,170.80088676330084
219.7195387010766,155.76997971021444
161.93888384974747,94.50426328806171
122.18930369728523,69.1721794058542
61.69496252756157,56.81539856244849
72.45658285185895,134.73578139466355
129.39751382134682,162.10974559173675
37.78585079430018,87.50472807864475
153.2648827413436,145.30420703427228
130.12625045111164,142.70750485685562
